text,rating,sentiment,suspicious
"Sederhana sahaja, sesuai untuk singgah sebentar jika lalu di kawasan ini.",3,neutral,0
Incredible historical landmark in Bukit Mertajam. We appreciated the generous portion sizes and friendly and attentive service. Highly recommended!,5,positive,0
Would not return to this nasi kandar stall. The creamy Cendol with fresh coconut milk and Gula Melaka was disappointing and the grossly overpriced tourist trap pricing ruined our mood.,1,negative,0
Servis mantap,5,positive,0
Friendly staff,5,positive,0
"Sangat teruk, tak akan syorkan kepada sesiapa pun untuk datang.",1,negative,0
Poorly maintained heritage bakery in Batu Ferringhi. Encountered confusing ordering process and rude and arrogant staff attitudes.,1,negative,0
非常棒的体验，东西很好吃，分量足且性价比很高。,5,positive,0
Amazing amazing amazing amazing amazing amazing amazing amazing,3,positive,1
"The baba nyonya mansion was decent. There was decent place for a quick photo stop, although an ordinary tourist stop without surprises could be improved.",2,neutral,0
"Biasa sahaja, makanan boleh tahan tapi tiada yang begitu istimewa.",3,neutral,0
Follow my telegram channel and message me for the best promotion code today on whatsapp,4,neutral,1
"Authentic Malaysian taste at its best! The UNESCO heritage indigo courtyards and feng shui architecture in Campbell Street was top tier, plus fast and efficient table turnover.",5,positive,0
"Makanan enak dan harga sangat berpatutan, porsi banyak dan mengenyangkan.",5,positive,0
Disappointing visit to this tea house. Felt neglected with confusing ordering process and very poor visitor guidance.,4,negative,1
"Overhyped tourist stop in Air Itam. The authentic Peranakan Nyonya Laksa was cold, and we had to endure stale ingredients lacking freshness.",5,negative,1
Expected rich cultural insights but was met with limited food options with many items out of stock and rude and arrogant staff attitudes. Would not recommend.,1,negative,0
Tempat okay tapi agak sesak dengan pelancong pada hujung minggu.,3,neutral,0
Incredible historical landmark in Little India. We appreciated the comfortable air-conditioned seating and reasonable and transparent prices. Highly recommended!,5,positive,0
Delicious food,5,positive,0
Place quite nice for photos but parking susah gila around here.,3,neutral,0
Loved every bite of the creamy Cendol with fresh coconut milk and Gula Melaka. The reasonable and transparent prices and comfortable air-conditioned seating made our visit thoroughly enjoyable.,5,positive,0
"not bad la, food sedap and price okay for family",4,positive,0
Excellent service,5,positive,0
11111111111 222222222 33333333333 discount call now,5,neutral,1
态度差,1,negative,0
"Overhyped tourist stop in Balik Pulau. The engaging docents explaining Baba Nyonya family customs was cold, and we had to endure uncomfortable broken seating.",2,negative,0
"Suasana bersih, tenang dan selesa. Pasti akan datang lagi bila ke sini.",5,positive,0
Expected rich cultural insights but was met with poor crowd management and disorganised queues and rude and arrogant staff attitudes. Would not recommend.,2,negative,0
"definitely not disappointed, fantastic experience with family",5,positive,0
Not worth the entrance fee or trip to Chinatown. The main issue was cramped and poorly ventilated space with over an hour waiting time for simple orders.,5,negative,1
"Roti canai crispy gila, kuah kari pekat sedap terangkat!",5,positive,0
An average stop in Tanjung Bungah featuring a relatively brief walking tour. Nothing particularly extraordinary but acceptable.,4,neutral,0
Buy now limited offer discount discount discount contact me for free vouchers,4,neutral,1
Loved every bite of the hand-drawn street art murals and vibrant artisan crafts. The rich authentic flavors and fascinating cultural details and architecture made our visit thoroughly enjoyable.,4,positive,0
Wonderful preservation of Malaysian culture in Air Itam. Noticed the convenient location and easy accessibility and reasonable and transparent prices.,5,positive,0
The succulent satay skewers with thick peanut gravy at this clan jetty in Teluk Bahang was absolutely outstanding! Loved the well organised tour activities and truly memorable and enriching experience.,1,positive,1
Rugi duit,1,negative,0
"Layanan buruk, pekerja malas dan tempat tidak terurus langsung.",1,negative,0
Not worth the entrance fee or trip to Jelutong. The main issue was dirty sticky tables and unwashed utensils with grossly overpriced tourist trap pricing.,1,negative,0
"Senibina klasik Baba Nyonya yang memukau, banyak sudut bergambar menarik.",5,positive,0
"Food cold and tasteless, price like 5 star hotel but hawker standard.",1,negative,0
Such a serene and educational experience at the colonial fort. Impressed by comfortable air-conditioned seating and well organised tour activities.,4,positive,0
Disappointing visit to this coastal cafe. Felt neglected with rude and arrogant staff attitudes and very poor visitor guidance.,2,negative,0
Loved every bite of the spiced Nasi Kandar with dark squid curry and fried chicken. The clear and engaging historical explanations and reasonable and transparent prices made our visit thoroughly enjoyable.,5,positive,0
"Pengalaman yang sangat memuaskan, tempat warisan terpelihara dengan indah.",5,positive,0
Contact +60123456789 for instant cashback and crypto promo discount vouchers,1,neutral,1
Mengecewakan,1,negative,0
Boleh diterima tetapi perlukan penambahbaikan dari segi kemudahan awam.,3,neutral,0
Rude staff,1,negative,0
Excellent service,5,positive,0
Rich in tradition and heritage. Exploring the bakery with rich authentic flavors was the highlight of our trip.,5,positive,0
"tak pernah rasa cendol sesedap ini, santan pekat manis sedang elok",5,positive,0
"Food cold and tasteless, price like 5 star hotel but hawker standard.",1,negative,0
"tidak selesa dan sangat bising, pengurusan teruk",2,negative,0
"Roti canai crispy gila, kuah kari pekat sedap terangkat!",5,positive,0
"Layanan cemerlang, rasa masakan asli turun-temurun sangat mengagumkan!",5,positive,0
风景很美，拍照很好看，全家人都很喜欢这个历史古迹。,5,positive,0
"I don't hate it, in fact the experience was quite good and authentic",4,positive,0
Must visit,5,positive,0
Disappointing visit to this nature trail. Felt neglected with noisy and stressful environment and very poor visitor guidance.,5,negative,1
"not disappointed with the visit, everything was great and tasty",5,positive,0
"Average taste la, standard tourist price and normal portion size.",3,neutral,0
Loved every bite of the fragrant BM Yam Rice with salted vegetable duck soup. The truly memorable and enriching experience and well organised tour activities made our visit thoroughly enjoyable.,5,positive,0
Sangat mengecewakan dan tidak berbaloi dengan harga tiket yang mahal.,1,negative,0
"not acceptable hygiene, found flies in the dining area",1,negative,0
Buy now limited offer discount discount discount contact me for free vouchers,5,neutral,1
"tak menyesal datang sini, semuanya terbaik dan memuaskan",5,positive,0
"do not hate it, pretty good food and nice staff",4,positive,0
Sedap gila,5,positive,0
"Okay la, not bad and not super good either. Standard standard.",3,neutral,0
"Service damn slow, food pun biasa je and overpriced for tourists.",1,negative,0
Claim your free 500 dollar hotel voucher at http://scam-promo.com right now!,3,neutral,1
"Rasa makanan biasa, harga berpatutan dengan saiz hidangan.",3,neutral,0
"tak pernah rasa cendol sesedap ini, santan pekat manis sedang elok",5,positive,0
Very disappointing,1,negative,0
Amazing amazing amazing amazing amazing amazing amazing amazing,5,positive,1
Harga cekik darah! Kena caj tersembunyi yang langsung tak masuk akal.,1,negative,0
"Lekor panas-panas, best gila wei! Must try if you come here!",5,positive,0
"Layanan cemerlang, rasa masakan asli turun-temurun sangat mengagumkan!",5,positive,0
A breathtaking cultural stop in Air Itam! The hand-drawn street art murals and vibrant artisan crafts and fascinating cultural details and architecture made it deeply memorable.,5,positive,0
Standard experience in Batu Ferringhi. Food and service had a moderate selection of local dishes. Convenient for a short rest.,4,neutral,0
An average stop in Little India featuring average waiting times during rush hour. Nothing particularly extraordinary but acceptable.,3,neutral,0
"Staf sangat biadab dan tempat kotor berdebu, tandas tidak dibersihkan.",1,negative,0
"Overrated gila, queue one hour for tasteless cendol and rude cashier.",1,negative,0
Amazing amazing amazing amazing amazing amazing amazing amazing,5,positive,1
态度差,1,negative,0
"Roti canai crispy gila, kuah kari pekat sedap terangkat!",5,positive,0
物超所值，值得推荐给所有来马来西亚旅游的朋友。,5,positive,0
Visit my website https://example-deals.com for cheap packages and free gifts,5,neutral,1
Very disappointed with the majestic 272 steps and cathedral limestone caves at this street mural spot in Armenian Street. We encountered over an hour waiting time for simple orders and grossly overpriced tourist trap pricing.,1,negative,0
差评,1,negative,0
A breathtaking cultural stop in Campbell Street! The UNESCO heritage indigo courtyards and feng shui architecture and well organised tour activities made it deeply memorable.,5,positive,0
Mengecewakan,1,negative,0
"Food cold and tasteless, price like 5 star hotel but hawker standard.",1,negative,0
Wonderful preservation of Malaysian culture in George Town. Noticed the comfortable air-conditioned seating and generous portion sizes.,4,positive,0
"Yam rice soup damn solid bro, salted vege duck soup so comforting!",5,positive,0
"Senibina klasik Baba Nyonya yang memukau, banyak sudut bergambar menarik.",5,positive,0
